年月日時,気温(℃),現地気圧(hPa),相対湿度(％),風速(m/s),雲量(10分比),降水量(mm)
2022/8/6 15:00,27.7,1007,65,3.1,10-,0
2022/8/6 16:00,28,1007,66,2.3,,0
2022/8/6 17:00,27,1007.1,71,3.5,,0
2022/8/6 18:00,26.4,1007.4,73,3.4,10-,0
2022/8/6 19:00,26.2,1007.8,75,2.1,,0
2022/8/6 20:00,26.2,1008.4,74,2,,0
2022/8/6 21:00,26.1,1009.1,76,1.7,10-,0
2022/8/6 22:00,25.6,1009.7,80,3.6,,0
2022/8/6 23:00,25.2,1009.8,84,3.4,,0
2022/8/7 0:00,25.1,1009.5,86,2.1,,0
2022/8/7 1:00,24.7,1009.4,87,1.6,,0
2022/8/7 2:00,24.9,1008.9,86,2.5,,0
2022/8/7 3:00,24.8,1008.9,86,2.5,10-,0
2022/8/7 4:00,24.7,1008.9,88,1.7,,0
2022/8/7 5:00,25.1,1009.7,87,1.6,,0
2022/8/7 6:00,25.1,1010.1,90,1.1,10-,0
2022/8/7 7:00,25.6,1010.1,82,1.5,,0
2022/8/7 8:00,26.9,1010,78,0.9,,0
2022/8/7 9:00,27,1009.8,78,1.6,10-,0
2022/8/7 10:00,27.4,1009.6,78,1.1,,0
2022/8/7 11:00,29.4,1009.3,76,1.1,,0
2022/8/7 12:00,28.4,1009,73,2.7,10-,0
2022/8/7 13:00,29.9,1008.7,71,1.4,,0
2022/8/7 14:00,32.2,1008.5,66,1.7,,0
2022/8/7 15:00,31.2,1008.1,66,2.9,10-,0
2022/8/7 16:00,30.3,1008.1,70,3.8,,0
2022/8/7 17:00,29.4,1008,75,2.9,,0
2022/8/7 18:00,29,1008.3,77,3.4,2,0
2022/8/7 19:00,28.4,1009.1,80,2.3,,0
2022/8/7 20:00,28,1009.6,79,2.5,,0
2022/8/7 21:00,27.2,1010.1,85,2.2,3,0
2022/8/7 22:00,27.3,1010,86,2.7,,0
2022/8/7 23:00,27.3,1010.5,86,2.7,,0
2022/8/8 0:00,27.2,1010.1,87,3.1,,0
2022/8/8 1:00,27,1009.5,86,3,,0
2022/8/8 2:00,27.1,1009.3,88,3.4,,0
2022/8/8 3:00,26.6,1009.2,89,3.4,1,0
2022/8/8 4:00,26.6,1009.2,89,3.3,,0
2022/8/8 5:00,26.3,1009.9,91,2.5,,0
2022/8/8 6:00,27,1009.8,88,1.8,2,0
2022/8/8 7:00,28.2,1010,84,3.3,,0
2022/8/8 8:00,29.8,1009.8,75,2.5,,0
2022/8/8 9:00,31.8,1009.5,69,4.1,4,0
2022/8/8 10:00,31.7,1009.8,74,3.7,,0
2022/8/8 11:00,32.6,1009.2,64,4.3,,0
2022/8/8 12:00,33,1008.3,63,5.2,5,0
2022/8/8 13:00,32.2,1007.9,67,3.8,,0
2022/8/8 14:00,33.2,1007.3,64,4.7,,0
2022/8/8 15:00,32.6,1007,64,4.8,4,0
2022/8/8 16:00,32.1,1007,65,7.4,,0
2022/8/8 17:00,31.2,1006.7,66,6.5,,0
2022/8/8 18:00,30.2,1007.1,72,6.6,10-,0
2022/8/8 19:00,29.7,1007.7,76,6.4,,0
2022/8/8 20:00,29.6,1008,73,5.6,,0
2022/8/8 21:00,29.4,1008.1,74,5.8,10-,0
2022/8/8 22:00,29.3,1008.1,75,4.9,,0
2022/8/8 23:00,28.9,1008.2,77,5.7,,0
2022/8/9 0:00,28.7,1007.8,78,6,,0
2022/8/9 1:00,28.5,1007.7,78,5,,0
2022/8/9 2:00,28.5,1007.3,78,4.5,,0
2022/8/9 3:00,28.1,1007.4,79,4,7,0
2022/8/9 4:00,28.1,1007.4,81,4.2,,0
2022/8/9 5:00,28.2,1007.9,80,3.6,,0
2022/8/9 6:00,28.3,1008,81,4.1,10-,0
2022/8/9 7:00,29.5,1008.2,75,3.4,,0
2022/8/9 8:00,31.1,1007.9,71,4.4,,0
2022/8/9 9:00,32.2,1007.8,65,4.1,10-,0
2022/8/9 10:00,33.2,1007.6,60,5.4,,0
2022/8/9 11:00,34,1007.1,62,5.7,,0
2022/8/9 12:00,34.6,1006.6,58,6.5,10-,0
2022/8/9 13:00,35,1005.9,57,5.9,,0
2022/8/9 14:00,34.4,1005.6,57,6.5,,0
2022/8/9 15:00,34.1,1005.3,58,6.5,4,0
2022/8/9 16:00,33.1,1005.4,60,7.9,,0
2022/8/9 17:00,32.3,1005.3,60,6.6,,0
2022/8/9 18:00,31.2,1005.4,65,5.5,4,0
2022/8/9 19:00,30.4,1005.7,68,5.8,,0
2022/8/9 20:00,29.9,1006.6,69,4.8,,0
2022/8/9 21:00,29.5,1007,70,6.8,6,0
2022/8/9 22:00,29.3,1007,72,6.3,,0
2022/8/9 23:00,29.3,1007.3,72,5.9,,0
2022/8/10 0:00,28.9,1007.3,74,5.8,,0
2022/8/10 1:00,28.7,1007,72,3.8,,0
2022/8/10 2:00,28.7,1006.5,72,4.8,,0
2022/8/10 3:00,28.5,1006.9,73,5.2,2,0
2022/8/10 4:00,28.2,1006.7,74,4,,0
2022/8/10 5:00,27.8,1007,77,4.1,,0
2022/8/10 6:00,28,1007.3,77,3.9,5,0
2022/8/10 7:00,29.6,1007.4,70,3.4,,0
2022/8/10 8:00,31.2,1007.6,65,4.9,,0
2022/8/10 9:00,32.5,1007.5,59,5.1,5,0
2022/8/10 10:00,33.4,1007.5,57,4.4,,0
2022/8/10 11:00,34.3,1007.2,56,6.5,,0
2022/8/10 12:00,34.3,1006.9,56,5.4,5,0
2022/8/10 13:00,34.3,1006.6,59,6.9,,0
2022/8/10 14:00,33.8,1006.5,63,5.7,,0
2022/8/10 15:00,33.6,1006.4,61,7.1,7,0
2022/8/10 16:00,32.6,1006.5,66,4.3,,0
2022/8/10 17:00,31.3,1006.6,70,5.1,,0
2022/8/10 18:00,30.2,1007,74,6.9,10-,0
2022/8/10 19:00,29.6,1007.2,76,4.1,,0
2022/8/10 20:00,28.7,1008,82,5,,0
2022/8/10 21:00,28.5,1008.3,82,4.3,10-,0
2022/8/10 22:00,28.7,1008.1,79,5.3,,0
2022/8/10 23:00,28.2,1008.3,83,5.8,,0
2022/8/11 0:00,28.1,1008.4,83,4.4,,0
2022/8/11 1:00,27.6,1008.1,85,5.4,,0
2022/8/11 2:00,27.6,1008,82,4.3,,0
2022/8/11 3:00,27.5,1007.6,82,5.3,3,0
2022/8/11 4:00,27.1,1007.6,84,4.6,,0
2022/8/11 5:00,27,1007.9,83,3.3,,0
2022/8/11 6:00,27.8,1008.2,79,3.8,8,0
2022/8/11 7:00,29.4,1008.2,75,3.9,,0
2022/8/11 8:00,31,1008.2,67,5.1,,0
2022/8/11 9:00,31.2,1008.3,68,3.5,8,0
2022/8/11 10:00,32.6,1008.2,64,6.8,,0
2022/8/11 11:00,32.2,1007.6,66,5.2,,0
2022/8/11 12:00,32,1007.4,68,5.1,8,0
2022/8/11 13:00,31,1007.3,73,6.8,,0
2022/8/11 14:00,33.1,1006.6,64,4.6,,0
2022/8/11 15:00,31.9,1006.6,65,5.1,7,0
2022/8/11 16:00,30.7,1006.8,67,7.2,,0
2022/8/11 17:00,30,1006.7,73,8.4,,0
2022/8/11 18:00,29.3,1006.8,74,4.8,5,0
2022/8/11 19:00,28.7,1007.3,76,6.2,,0
2022/8/11 20:00,28.4,1007.4,79,6.1,,0
2022/8/11 21:00,28.2,1007.7,81,6.2,6,0
2022/8/11 22:00,28.1,1007.9,81,6.9,,0
2022/8/11 23:00,28,1007.4,83,6.3,,0
2022/8/12 0:00,27.8,1007.1,84,6.7,,0
2022/8/12 1:00,27.8,1007.1,84,6.5,,0
2022/8/12 2:00,27.5,1006.8,83,4.9,,0
2022/8/12 3:00,27.7,1006.7,84,5.2,9,0
2022/8/12 4:00,27.4,1007.3,86,5.2,,0
2022/8/12 5:00,27.1,1007.3,86,4.9,,0
2022/8/12 6:00,27.6,1007.5,83,5.6,8,0
2022/8/12 7:00,28.7,1007.5,80,6,,0
2022/8/12 8:00,28,1007.9,82,6,,0
2022/8/12 9:00,30.6,1008.1,75,5.7,10-,0
2022/8/12 10:00,29.8,1008.2,71,5,,0
2022/8/12 11:00,28.3,1008,88,5.3,,1
2022/8/12 12:00,30.1,1007.8,73,7.5,10-,0
2022/8/12 13:00,30.7,1007.4,69,8.3,,0
2022/8/12 14:00,30.7,1007.2,68,6.8,,0
2022/8/12 15:00,29.9,1007,69,6.2,10-,0
2022/8/12 16:00,29.6,1006.9,74,6.7,,0
2022/8/12 17:00,29.4,1006.4,75,7,,0
2022/8/12 18:00,28.6,1006.6,77,6,10-,0
2022/8/12 19:00,28.4,1006.9,81,5.7,,0
2022/8/12 20:00,25.8,1007.9,93,6.4,,0.5
2022/8/12 21:00,25.9,1008.6,93,3.8,10-,0.5
2022/8/12 22:00,26.4,1008.9,93,4,,0
2022/8/12 23:00,27,1008.8,88,4.3,,0
2022/8/13 0:00,27.1,1008.3,87,4.4,,0
2022/8/13 1:00,27.1,1007.7,85,4,,0
2022/8/13 2:00,27.5,1006.8,83,5.2,,0
2022/8/13 3:00,27.2,1006.8,85,5.3,10,0
2022/8/13 4:00,26.1,1007.2,93,5.2,,0.5
2022/8/13 5:00,25.3,1007.6,91,6,,0.5
2022/8/13 6:00,24.2,1007.5,96,3.9,10-,1
2022/8/13 7:00,25.4,1007.9,96,3.9,,0
2022/8/13 8:00,26.7,1007.9,92,3.5,,0
2022/8/13 9:00,28.3,1007.8,82,6.5,10-,0
2022/8/13 10:00,28.3,1007.5,82,8.6,,0
2022/8/13 11:00,26.2,1007.8,93,3.1,,0
2022/8/13 12:00,24.2,1007.9,98,4.5,10,11.5
2022/8/13 13:00,24.7,1007.5,96,5.2,,0
2022/8/13 14:00,24.7,1006.7,97,6.5,,1
2022/8/13 15:00,24.5,1006.2,98,5.4,10,0.5
2022/8/13 16:00,24.7,1005.4,96,6,,1
2022/8/13 17:00,24.6,1004.4,98,3,,3.5
2022/8/13 18:00,24.6,1002.4,99,3.8,10,10
2022/8/13 19:00,25.1,1000.2,98,4.3,,11.5
2022/8/13 20:00,24.8,998.2,99,4.5,,5.5
2022/8/13 21:00,24.5,1000.9,99,6,10,1
2022/8/13 22:00,24.4,1003.2,99,4,,0
2022/8/13 23:00,24.4,1004,99,2.5,,0
2022/8/14 0:00,23.8,1003.8,100,1.9,,0
2022/8/14 1:00,23.9,1003.3,100,1.2,,0
2022/8/14 2:00,24.1,1003.3,100,2,,0
2022/8/14 3:00,24.2,1002.8,100,0.8,8,0
2022/8/14 4:00,24.9,1001.8,100,3.8,,0
2022/8/14 5:00,25.1,1002.1,100,4.1,,0
2022/8/14 6:00,25.5,1003.6,98,2.7,9,0
2022/8/14 7:00,25.5,1003.6,98,2.9,,0
2022/8/14 8:00,26.9,1003.5,87,2.6,,0
2022/8/14 9:00,27.6,1004.4,86,3.8,10-,0
2022/8/14 10:00,29.4,1004,82,4.2,,0
2022/8/14 11:00,29.9,1003.3,77,3.4,,0
2022/8/14 12:00,30.9,1002.3,70,2.5,10-,0
2022/8/14 13:00,32.3,1002.2,72,1.8,,0
2022/8/14 14:00,32.5,1002.2,68,3.5,,0
2022/8/14 15:00,31.8,1001.9,66,1.3,9,0
2022/8/14 16:00,32.4,1001.9,66,1.5,,0
2022/8/14 17:00,31.4,1002.2,70,3.1,,0
2022/8/14 18:00,30.2,1002.5,75,3.2,9,0
2022/8/14 19:00,29.6,1002.8,75,2.8,,0
2022/8/14 20:00,29.6,1003.5,76,2.3,,0
2022/8/14 21:00,27.8,1003.6,84,2.3,8,0
2022/8/14 22:00,27.4,1003.8,88,1.3,,0
2022/8/14 23:00,26.6,1003.6,94,1.9,,0
2022/8/15 0:00,26.3,1003.3,95,2.7,,0
2022/8/15 1:00,26,1003.5,96,1,,0
2022/8/15 2:00,26.3,1003.1,92,0.4,,0
2022/8/15 3:00,26.8,1003.3,89,1.6,6,0
2022/8/15 4:00,26.3,1003.4,92,0.8,,0
2022/8/15 5:00,26.4,1003.7,94,1.3,,0
2022/8/15 6:00,26.7,1003.9,94,1.9,10-,0
2022/8/15 7:00,27.6,1004,87,2.3,,0
2022/8/15 8:00,28.3,1004.5,82,2.1,,0
2022/8/15 9:00,29.6,1004.6,78,1.9,10-,0
2022/8/15 10:00,30.3,1004.7,74,1.9,,0
2022/8/15 11:00,31.9,1004.4,65,2.1,,0
2022/8/15 12:00,33,1003.7,59,1.1,10-,0
2022/8/15 13:00,32.4,1003.5,68,3.1,,0
2022/8/15 14:00,31.8,1003.1,75,3.4,,0
2022/8/15 15:00,32.9,1002.8,64,3.1,10-,0
2022/8/15 16:00,32,1002.8,67,2.6,,0
2022/8/15 17:00,31.1,1002.7,67,3.4,,0
2022/8/15 18:00,29.4,1002.8,78,2.5,10-,0
2022/8/15 19:00,30.2,1003,73,3.1,,0
2022/8/15 20:00,29.6,1003.1,73,4.4,,0
2022/8/15 21:00,29.8,1003,75,5.1,9,0
2022/8/15 22:00,29.4,1002.6,76,4.5,,0
2022/8/15 23:00,29.3,1002.3,76,4.4,,0
2022/8/16 0:00,29.5,1002.1,74,3.5,,0
2022/8/16 1:00,29.1,1001.8,76,2.6,,0
2022/8/16 2:00,28.4,1001.4,80,2.6,,0
2022/8/16 3:00,28.3,1001.1,82,3.5,3,0
2022/8/16 4:00,28.3,1000.9,81,4,,0
2022/8/16 5:00,28.4,1000.8,80,5.1,,0
2022/8/16 6:00,28.7,1001.3,80,4,10-,0
2022/8/16 7:00,29.1,1001.3,78,4.1,,0
2022/8/16 8:00,29.7,1001.2,76,3.8,,0
2022/8/16 9:00,30.5,1001.2,72,5.8,10-,0
2022/8/16 10:00,32.7,1000.7,64,4.6,,0
2022/8/16 11:00,32.6,1000,66,4.8,,0
2022/8/16 12:00,35.3,999.3,55,4.4,10-,0
2022/8/16 13:00,35.9,999,53,5.1,,0
2022/8/16 14:00,34.2,998.9,58,4.5,,0
2022/8/16 15:00,33.9,999.2,60,5.6,10-,0
2022/8/16 16:00,33.1,999.2,63,4.9,,0
2022/8/16 17:00,32.2,999.3,66,6.3,,0
2022/8/16 18:00,31.4,999.9,69,5.6,10-,0
2022/8/16 19:00,30.7,1000.6,71,5.7,,0
2022/8/16 20:00,30.5,1001.3,72,6.8,,0
2022/8/16 21:00,30.4,1001.4,72,4.7,10-,0
2022/8/16 22:00,30.5,1001.4,70,3.5,,0
2022/8/16 23:00,29.7,1001.7,75,3.4,,0
2022/8/17 0:00,30.1,1002.1,69,3.6,,0
2022/8/17 1:00,29.3,1002.1,71,3.1,,0
2022/8/17 2:00,28.8,1002,73,3.8,,0
2022/8/17 3:00,28.5,1002.8,73,1.9,10-,0
2022/8/17 4:00,28,1003.1,76,2.1,,0
2022/8/17 5:00,27.1,1003.7,82,1.9,,0
2022/8/17 6:00,28.1,1004.2,68,2.5,10-,0
2022/8/17 7:00,27.7,1004.7,68,3.1,,0
2022/8/17 8:00,28.5,1005.5,68,2.2,,0
2022/8/17 9:00,29.3,1006.5,64,4.2,10-,0
2022/8/17 10:00,27.4,1005.8,78,3,,0
2022/8/17 11:00,28.5,1006.1,83,2.9,,0
2022/8/17 12:00,31,1006,64,1.7,7,0
2022/8/17 13:00,30.5,1005.9,70,2.2,,0
2022/8/17 14:00,30.1,1005.8,68,3.4,,0
2022/8/17 15:00,26.7,1006.2,89,3.7,10-,1
2022/8/17 16:00,27.2,1006.4,81,3.2,,0.5
2022/8/17 17:00,25.3,1006.4,92,2.6,,3.5
2022/8/17 18:00,24.1,1007.2,94,2.5,10-,0
2022/8/17 19:00,26,1007.9,80,2.8,,0
2022/8/17 20:00,25.5,1008.3,80,2.8,,0
2022/8/17 21:00,24.9,1008.2,79,2.9,10-,0
2022/8/17 22:00,25.8,1008,72,1.8,,0
2022/8/17 23:00,23.9,1008,85,1.4,,0
2022/8/18 0:00,23.9,1007.4,87,1.9,,0
2022/8/18 1:00,24.4,1006.8,84,1.8,,0
2022/8/18 2:00,24.2,1006.6,88,0.6,,0
2022/8/18 3:00,24.6,1005.5,86,1.1,10-,0
2022/8/18 4:00,24.6,1004.7,88,1.3,,0
2022/8/18 5:00,24.5,1004.1,91,1.7,,0
2022/8/18 6:00,24.6,1004.1,95,1,10,0
2022/8/18 7:00,25.4,1003.9,94,1.8,,0.5
2022/8/18 8:00,25.8,1003.4,96,1.7,,0
2022/8/18 9:00,25.4,1003.4,100,1,10,3
2022/8/18 10:00,25.6,1002.4,100,4.1,,7.5
2022/8/18 11:00,25.7,1000.9,99,6.3,,2
2022/8/18 12:00,26.3,999.7,96,3.6,10-,0
2022/8/18 13:00,26.5,999.5,93,5.5,,0
2022/8/18 14:00,29.2,998.5,82,5.5,,0
2022/8/18 15:00,30.5,997.7,71,2.9,3,0
2022/8/18 16:00,30.9,997.9,66,3.2,,0
2022/8/18 17:00,29.6,998.4,73,1.7,,0
2022/8/18 18:00,29.3,999.3,75,3.8,2,0
2022/8/18 19:00,28.1,999.7,71,3.2,,0
2022/8/18 20:00,28.5,1000.2,63,1,,0
2022/8/18 21:00,27,1000.6,67,2.9,1,0
2022/8/18 22:00,27.2,1000.6,61,2,,0
2022/8/18 23:00,26.9,1000.7,59,4.9,,0
2022/8/19 0:00,27.3,1001,53,4.4,,0
2022/8/19 1:00,26.7,1001.4,56,4.5,,0
2022/8/19 2:00,26.3,1001.6,58,3.6,,0
2022/8/19 3:00,26.3,1001.5,56,3.6,8,0
2022/8/19 4:00,25.3,1001.7,59,1.6,,0
2022/8/19 5:00,23.6,1002.3,69,1.8,,0
2022/8/19 6:00,23.8,1002.7,70,1.4,5,0
2022/8/19 7:00,25.6,1002.5,66,2,,0
2022/8/19 8:00,27.7,1002.6,55,2.5,,0
2022/8/19 9:00,29.2,1002.5,52,2.5,1,0
2022/8/19 10:00,30.2,1002.6,48,3.6,,0
2022/8/19 11:00,30.3,1001.9,43,2.1,,0
2022/8/19 12:00,30,1001.3,56,4.1,4,0
2022/8/19 13:00,31.9,1000.9,48,4.6,,0
2022/8/19 14:00,31.9,1000.4,49,4.7,,0
2022/8/19 15:00,31,1000.3,43,6.4,3,0
2022/8/19 16:00,30.7,1000.6,59,5.9,,0
2022/8/19 17:00,28.7,1000.9,67,5.5,,0
2022/8/19 18:00,27.6,1001.4,66,4.9,2,0
2022/8/19 19:00,27.1,1001.7,68,4.7,,0
2022/8/19 20:00,26.1,1002.4,73,2.9,,0
2022/8/19 21:00,26,1002.4,75,3.9,0,0
2022/8/19 22:00,25.7,1002,78,3.3,,0
2022/8/19 23:00,24.8,1001.8,81,2.3,,0
2022/8/20 0:00,24.4,1001.6,85,1.9,,0
2022/8/20 1:00,24,1001.3,89,0.6,,0
2022/8/20 2:00,23.9,1001.4,89,1.5,,0
2022/8/20 3:00,24.5,1001.5,84,2.6,9,0
2022/8/20 4:00,24.9,1001.5,80,1.4,,0
2022/8/20 5:00,24.9,1001.6,82,2.2,,0
2022/8/20 6:00,24.4,1001.9,84,1.9,8,0
2022/8/20 7:00,25.1,1002.2,84,1.9,,0
2022/8/20 8:00,27,1001.9,74,1.2,,0
2022/8/20 9:00,28,1001.5,67,1,10-,0
2022/8/20 10:00,29.2,1000.8,65,0.9,,0
2022/8/20 11:00,30.3,1000.1,63,1.8,,0
2022/8/20 12:00,29.5,999.6,67,3.2,10-,0
2022/8/20 13:00,29.5,999.6,72,2.7,,0
2022/8/20 14:00,29.2,999.4,78,2.6,,0
2022/8/20 15:00,28.8,999,77,2,10-,0
2022/8/20 16:00,28.4,999.3,75,2.9,,0
2022/8/20 17:00,26.8,999.2,86,1,,0
2022/8/20 18:00,27.3,999.2,79,1.7,10,0
2022/8/20 19:00,26.2,1000.3,85,1.6,,0
2022/8/20 20:00,24.9,1000.9,96,2,,0.5
2022/8/20 21:00,25,1000.7,96,2,10,0.5
2022/8/20 22:00,24.5,1000.9,98,3.1,,0
2022/8/20 23:00,24.3,1000.9,98,1.3,,0
2022/8/21 0:00,23.9,1000.4,100,1.3,,0.5
2022/8/21 1:00,24.2,999.7,100,1,,0.5
2022/8/21 2:00,24.4,999.5,100,1.6,,0
2022/8/21 3:00,24.5,999.6,100,1.1,10-,0
2022/8/21 4:00,24.5,999.8,100,1.4,,0
2022/8/21 5:00,24.3,1000.2,98,2.1,,0
2022/8/21 6:00,24.2,1000.5,96,1.4,10-,0
2022/8/21 7:00,24.9,1000.9,92,1.7,,0
2022/8/21 8:00,25,1001.8,93,1.5,,0
2022/8/21 9:00,25.2,1002.6,93,1.3,10,0
2022/8/21 10:00,26.5,1002.7,88,1,,0
2022/8/21 11:00,26.2,1002.7,91,3,,0.5
2022/8/21 12:00,26.6,1002.4,88,2.8,10,0
2022/8/21 13:00,27.7,1002.4,79,3,,0
2022/8/21 14:00,28.5,1002.3,78,2.4,,0
2022/8/21 15:00,28.7,1002.2,72,2.8,10-,0
2022/8/21 16:00,28.1,1002.3,72,3.8,,0
2022/8/21 17:00,27.3,1002.6,76,3,,0
2022/8/21 18:00,27,1003.2,78,1.9,10-,0
2022/8/21 19:00,26.5,1004,80,1.9,,0
2022/8/21 20:00,26.2,1004.4,81,2.4,,0
2022/8/21 21:00,25.9,1004.7,82,2.1,10-,0
2022/8/21 22:00,25.5,1004.9,84,2.3,,0
2022/8/21 23:00,25.3,1004.9,80,2.9,,0
2022/8/22 0:00,25.6,1004.9,75,2.4,,0
2022/8/22 1:00,25.4,1004.2,76,2.1,,0
2022/8/22 2:00,25.4,1004.7,75,2.7,,0
2022/8/22 3:00,23.7,1005.3,86,3.2,10,0
2022/8/22 4:00,24.4,1005.4,80,3,,0
2022/8/22 5:00,24.3,1005.6,84,3.1,,0
2022/8/22 6:00,24.2,1005.6,88,2.1,10,0
2022/8/22 7:00,24.2,1006,89,2,,0
2022/8/22 8:00,24.5,1006.2,86,1.7,,0
2022/8/22 9:00,24.9,1006.6,83,2.4,10,0
2022/8/22 10:00,25.7,1006.5,81,2,,0
2022/8/22 11:00,25.9,1006.3,83,2.1,,0
2022/8/22 12:00,28.1,1005.7,76,1.6,10-,0
2022/8/22 13:00,28.5,1005.4,73,2.8,,0
2022/8/22 14:00,28.5,1005,74,1.8,,0
2022/8/22 15:00,27.9,1004.7,79,2.4,10-,0
2022/8/22 16:00,28.6,1004.6,74,1.8,,0
2022/8/22 17:00,28.4,1004.8,75,2.9,,0
2022/8/22 18:00,27.9,1005,78,2.7,10-,0
2022/8/22 19:00,27.4,1005.3,80,2.9,,0
2022/8/22 20:00,27.1,1006.1,83,3.9,,0
2022/8/22 21:00,26.8,1006.4,86,2.8,10-,0
2022/8/22 22:00,26.3,1006.2,89,3.8,,0
2022/8/22 23:00,26,1005.7,90,2.9,,0
2022/8/23 0:00,25.6,1005.4,93,1.4,,0
2022/8/23 1:00,25.4,1004.8,94,1.9,,0
2022/8/23 2:00,25.5,1004.8,94,1.4,,0
2022/8/23 3:00,24.9,1004.6,97,1.9,7,0
2022/8/23 4:00,24.9,1004.6,98,1.7,,0
2022/8/23 5:00,25.2,1004.8,96,2.5,,0
2022/8/23 6:00,25.5,1004.5,94,2.2,10-,0
2022/8/23 7:00,26.5,1004.8,91,1.9,,0
2022/8/23 8:00,27.8,1004.7,83,3.6,,0
2022/8/23 9:00,29.3,1004.8,80,1.4,10-,0
2022/8/23 10:00,30.9,1004.2,75,3,,0
2022/8/23 11:00,31.7,1003.5,70,4,,0
2022/8/23 12:00,33,1003,69,4.7,10-,0
2022/8/23 13:00,31.7,1002.6,71,2.6,,0
2022/8/23 14:00,31.6,1002.2,72,6.5,,0
2022/8/23 15:00,30.9,1001.8,75,5.7,10-,0
2022/8/23 16:00,31.4,1001.5,77,5.3,,0
2022/8/23 17:00,30.8,1001.4,77,3.9,,0
2022/8/23 18:00,29.9,1001.5,80,4.2,7,0
2022/8/23 19:00,29.2,1001.9,82,4.2,,0
2022/8/23 20:00,28.8,1002.3,85,4.1,,0
2022/8/23 21:00,28.7,1002.3,85,3.1,6,0
2022/8/23 22:00,28.8,1002.6,83,2.9,,0
2022/8/23 23:00,28.4,1002,84,3.6,,0
2022/8/24 0:00,28.2,1001.7,84,3.4,,0
2022/8/24 1:00,27.9,1001.5,83,1.7,,0
2022/8/24 2:00,27.8,1001.1,84,2.5,,0
2022/8/24 3:00,27.3,1001.2,86,1.4,10-,0
2022/8/24 4:00,27.1,1001.6,87,1,,0
2022/8/24 5:00,26.5,1001.9,92,1,,0
2022/8/24 6:00,27.2,1002.2,91,0.9,6,0
2022/8/24 7:00,28.6,1002.6,83,2.5,,0
2022/8/24 8:00,29.8,1002.7,77,2.7,,0
2022/8/24 9:00,31.5,1003.1,75,1.8,10-,0
2022/8/24 10:00,32,1002.8,71,2,,0
2022/8/24 11:00,31.3,1002.7,71,2.8,,0
2022/8/24 12:00,30.8,1002.4,73,5.5,10-,0
2022/8/24 13:00,29.2,1002.7,74,5.1,,0
2022/8/24 14:00,31.3,1002.3,65,3.3,,0
2022/8/24 15:00,29.9,1002.3,65,3.9,10-,0
2022/8/24 16:00,29.4,1002.8,66,4,,0
2022/8/24 17:00,28.3,1003.5,67,3.3,,0
2022/8/24 18:00,27.1,1004.1,65,4,10-,0
2022/8/24 19:00,24.7,1004.8,81,2.9,,0
2022/8/24 20:00,24,1005.8,84,4,,1
2022/8/24 21:00,25.2,1005.8,74,3.6,10,0
2022/8/24 22:00,23.8,1005.7,85,2.5,,0.5
2022/8/24 23:00,23.3,1005.5,93,1.3,,0.5
2022/8/25 0:00,23.1,1005.4,93,1.4,,0
2022/8/25 1:00,23.7,1004.9,87,1.8,,0
2022/8/25 2:00,23.8,1004.9,85,1.3,,0
2022/8/25 3:00,23.8,1004.8,81,1.3,10-,0
2022/8/25 4:00,23.8,1004.7,78,2.1,,0
2022/8/25 5:00,23.7,1005.1,78,0.8,,0
2022/8/25 6:00,24.1,1005,71,2.9,10,0
2022/8/25 7:00,24.7,1005,68,3.4,,0
2022/8/25 8:00,24.5,1004.9,71,1.2,,0
2022/8/25 9:00,24.9,1005,71,1.8,10,0
2022/8/25 10:00,25.9,1004.9,62,1.7,,0
2022/8/25 11:00,25.6,1004.7,68,1.6,,0
2022/8/25 12:00,28,1004.1,66,1.7,10,0
2022/8/25 13:00,28.7,1003.5,64,1.7,,0
2022/8/25 14:00,28.1,1003.1,67,2.1,,0
2022/8/25 15:00,27.4,1002.9,78,1.9,10,0
2022/8/25 16:00,28.4,1002.8,71,2,,0
2022/8/25 17:00,27.6,1002.9,73,3.1,,0
2022/8/25 18:00,26.9,1003.4,80,2.1,10,0
2022/8/25 19:00,26.3,1003.8,83,2.8,,0
2022/8/25 20:00,25.3,1004.1,90,1.8,,0
2022/8/25 21:00,25.6,1004.2,85,1.9,10,0
2022/8/25 22:00,25.5,1004,88,1.3,,0
2022/8/25 23:00,25.5,1003.7,89,0.8,,0
2022/8/26 0:00,25.7,1003.1,87,2,,0
2022/8/26 1:00,25.6,1002.6,87,1.4,,0
2022/8/26 2:00,25.5,1001.8,87,1.4,,0
2022/8/26 3:00,24.4,1001.7,96,1.7,10,0
2022/8/26 4:00,24.4,1001.8,96,2,,0
2022/8/26 5:00,24.6,1002,93,1.2,,0
2022/8/26 6:00,25.2,1002.4,90,1.2,10,0
2022/8/26 7:00,25.6,1002.6,88,1.8,,0
2022/8/26 8:00,26,1002.7,86,1.2,,0
2022/8/26 9:00,26.4,1003,82,1.5,10,0
2022/8/26 10:00,28.3,1003.1,79,1.7,,0
2022/8/26 11:00,28.5,1003,76,1.8,,0
2022/8/26 12:00,29.4,1002.3,77,2,10-,0
2022/8/26 13:00,30.4,1002,71,2.6,,0
2022/8/26 14:00,30.3,1001.6,76,0.9,,0
2022/8/26 15:00,29.6,1002,82,3.2,10-,0
2022/8/26 16:00,27.4,1001.9,98,1.3,,3.5
2022/8/26 17:00,27.4,1001.9,98,3,,0
